# x,y
4.1091,4.5027
3.6005,4.2160
4.1767,4.7970
4.2560,5.4181
3.5924,5.0920
4.6370,5.0417
4.4674,4.9014
3.5231,4.8839
3.0536,5.3556
3.7403,5.6754
3.3814,5.0632
4.1718,4.8980
4.1918,4.6198
3.4595,4.2913
3.7151,4.5896
4.1192,4.8140
3.6667,4.6299
3.0423,4.8144
4.2085,4.3276
3.8701,5.3401
-3.8505,4.5958
-3.7162,5.7391
-2.7955,5.0977
-3.8455,4.8277
-3.5836,4.6824
-3.7910,4.5798
-3.8882,4.6481
-2.6100,3.8058
-4.1674,4.7546
-3.0984,4.3099
-3.2013,4.7158
-3.2207,5.1995
-3.8292,4.8343
-3.3981,4.1502
-3.2455,3.8395
-4.2543,5.0462
-4.0624,5.3591
-2.9719,4.2348
-3.9488,3.3667
-3.5390,3.6671
-2.7021,3.6430
-3.4691,3.1099
-3.6804,5.1742
-3.7288,4.0797
-3.7451,4.6897
-3.0490,4.3773
-4.5470,4.6548
-3.0055,5.6719
-3.4168,4.5854
-3.7791,4.8802
-2.5995,3.9874
-3.4611,3.9659
-3.8544,4.4026
-3.2509,4.0698
-3.6539,5.1958
-3.2450,4.8537
-3.3001,4.4000
-3.2881,4.7634
-3.5032,5.0222
-3.5005,4.9580
-3.4918,4.8704
-3.8478,4.2100
-4.0957,5.1125
-3.2418,4.6054
-3.1863,4.0729
-3.4520,4.2375
-4.4561,4.3609
-3.9492,5.2274
-3.8852,4.1798
-3.0010,4.4917
-4.1857,4.6139
-3.8887,5.3706
-4.0447,4.1170
-4.9060,4.1523
-2.5438,4.4334
-3.9943,4.6450
-3.6519,4.4762
-2.2283,5.5288
-2.6847,5.3489
-3.9745,3.4960
-3.1222,4.6995
-3.4802,4.4363
-3.1346,4.7870
-3.3691,4.7496
-3.6061,4.3077
-2.7877,4.3711
-2.4819,4.8292
-3.4695,5.0722
-3.7548,4.4014
-3.6763,4.4976
-3.1513,5.5642
-3.2339,3.9530
-3.9238,3.5715
-3.1289,4.9484
-3.3316,4.6833
-3.2318,4.7169
-3.1711,4.6141
-4.0063,4.9807
-2.8171,3.6596
-3.6203,3.9176
-3.2414,4.3514
-2.7725,5.0676
-3.7397,4.2538
-3.8013,4.7927
-3.9792,4.7223
-4.2171,5.0338
-3.2577,3.9045
-3.9031,4.5696
-3.3582,3.0348
-3.3980,5.2725
-3.7305,3.8045
-2.8783,4.6211
-3.4024,4.8139
-4.1311,4.1541
-4.0806,3.9163
-3.6664,3.9572
-2.6784,4.7544
-3.0790,3.6485
-3.6138,4.4194
-3.4201,4.7257
