# x,y
0.1488,0.0068
0.0922,0.0741
0.0872,-0.0456
0.1141,-0.0667
0.1438,-0.0070
0.2363,-0.0159
0.1747,-0.1246
0.1788,-0.1221
0.1861,-0.0389
0.2105,-0.1110
0.1722,-0.1140
0.2251,-0.1717
0.2042,-0.0933
0.1566,-0.1716
0.1915,-0.0840
0.2906,-0.1473
0.2908,-0.1702
0.2965,-0.2752
0.3058,-0.1774
0.2327,-0.1769
0.3488,-0.3051
0.3034,-0.2550
0.3123,-0.2306
0.2867,-0.2716
0.3738,-0.2343
0.3772,-0.2925
0.4216,-0.3897
0.4463,-0.3151
0.3497,-0.3305
0.3333,-0.4204
0.4216,-0.3660
0.4876,-0.3801
0.3994,-0.3922
0.5633,-0.3514
0.4604,-0.4102
0.4496,-0.3769
0.5396,-0.3187
0.5894,-0.3702
0.5131,-0.4340
0.4444,-0.4490
0.5952,-0.4218
0.6069,-0.4788
0.6477,-0.4030
0.6194,-0.4039
0.5200,-0.4577
0.6017,-0.3448
0.6521,-0.4661
0.7187,-0.4988
0.7621,-0.4862
0.7030,-0.5016
0.7614,-0.5689
0.7707,-0.5055
0.7538,-0.5261
0.7780,-0.4630
0.8114,-0.4602
0.8284,-0.4296
0.7932,-0.5412
0.7642,-0.4511
0.8248,-0.4351
0.8614,-0.5406
0.9199,-0.3950
0.8812,-0.5409
0.8636,-0.4511
0.8923,-0.5172
0.9714,-0.4974
0.9587,-0.5261
0.9367,-0.4913
0.9920,-0.4703
0.9750,-0.4827
1.0395,-0.4957
1.0599,-0.4490
1.0570,-0.4950
1.0143,-0.4816
1.0738,-0.5124
1.0528,-0.4669
1.2377,-0.4723
1.1297,-0.4703
1.1113,-0.4853
1.1233,-0.5198
1.1835,-0.4736
1.1818,-0.5220
1.2160,-0.5336
1.2567,-0.4932
1.2335,-0.4331
1.2765,-0.5333
1.2514,-0.4462
1.2246,-0.5805
1.2905,-0.4581
1.3304,-0.4469
1.3305,-0.4341
1.4075,-0.4167
1.3806,-0.4551
1.4243,-0.4391
1.4196,-0.5293
1.4094,-0.4226
1.3885,-0.3471
1.4460,-0.4119
1.4137,-0.3043
1.4913,-0.3582
1.4298,-0.3186
1.5097,-0.3898
1.4902,-0.4498
1.5416,-0.4152
1.5646,-0.3746
1.5048,-0.3259
1.5596,-0.3921
1.5584,-0.2968
1.5625,-0.3852
1.5757,-0.3570
1.5716,-0.2973
1.6103,-0.3006
1.5428,-0.2630
1.6275,-0.2908
1.6572,-0.1644
1.5971,-0.3302
1.7110,-0.2789
1.7493,-0.2780
1.6718,-0.1766
1.7525,-0.1850
1.7408,-0.2024
1.7070,-0.1947
1.8029,-0.1378
1.7510,-0.1455
1.8017,-0.0906
1.7639,-0.1413
1.7969,0.0045
1.8022,-0.0498
1.7234,-0.0582
1.7391,-0.1415
1.7867,-0.0821
1.8360,-0.0438
1.8470,-0.0708
1.9731,-0.0163
1.8858,0.0779
1.9088,0.0197
1.8847,0.0972
1.8227,-0.0293
1.8910,-0.0690
1.8524,0.1020
1.8752,0.0682
1.9392,0.0165
1.9249,0.0573
1.8636,0.0892
1.9211,0.0975
1.8971,0.1792
1.9926,0.1741
1.9361,0.1091
1.9054,0.1213
1.9614,0.2363
2.0010,0.2048
1.9413,0.2298
1.9706,0.2656
2.0416,0.2175
2.0760,0.1626
1.8877,0.2069
1.9284,0.2856
2.0846,0.2780
2.0398,0.3102
1.9952,0.2930
2.1025,0.3572
1.9617,0.4873
2.0029,0.4108
1.9883,0.3648
1.9261,0.4128
2.0780,0.4581
1.9902,0.5054
1.9533,0.5367
1.9990,0.4431
